Country_ISO,Year,ESG_G_Regulatory_Quality,ESG_G_Rule_of_Law,ESG_G_Political_Stability,ESG_G_Gov_Effectiveness
ECU,2018,-0.8243339,-0.7671005,-0.0672488,-0.213034
ECU,2019,-0.731577,-0.6485634,-0.209832,-0.1952963
ECU,2020,-0.7359599,-0.5676359,-0.1513823,-0.3435075
ECU,2021,-0.5551263,-0.4314709,-0.1983083,-0.1107469
ECU,2022,-0.4783493,-0.5794902,-0.2336288,0.0016249
ECU,2023,-0.5994798,-0.8586498,-0.3543579,-0.1625339
ECU,2024,-0.6464312,-0.9650369,-0.7210909,-0.2196127
EGY,2010,-0.0846898,-0.2849681,-1.0007352,-0.4820938
EGY,2011,-0.2206717,-0.51085,-1.6888456,-0.493349
EGY,2012,-0.5120719,-0.5396816,-1.5894566,-0.5323164
EGY,2013,-0.7386308,-0.795294,-1.8070331,-0.7648363
EGY,2014,-0.7425351,-0.8397027,-1.5091298,-0.6440128
EGY,2015,-0.7363711,-0.8381446,-1.5178167,-0.5216722
EGY,2016,-0.7670926,-0.8445636,-1.5399732,-0.4409504
EGY,2017,-0.7082554,-0.7746142,-1.4711477,-0.4068952
EGY,2018,-0.7426753,-0.7397561,-1.2620096,-0.4058855
EGY,2019,-0.7028437,-0.749388,-1.1969209,-0.1186417
EGY,2020,-0.6355909,-0.7898806,-1.1172787,-0.2343559
EGY,2021,-0.5701379,-0.8185251,-1.066781,-0.2251023
EGY,2022,-0.6685017,-0.7728131,-0.9542974,-0.1434309
EGY,2023,-0.5731672,-0.7776875,-0.8993233,-0.0397463
EGY,2024,-0.4994694,-0.7515399,-0.9779235,-0.0970579
SLV,2010,0.4860596,-0.7999777,0.0373531,-0.2079515
SLV,2011,0.4552317,-0.6816525,0.0229262,-0.2858874
SLV,2012,0.2304693,-0.8105369,0.1962335,-0.2629505
SLV,2013,0.2347388,-0.6813552,-0.1174817,-0.2285247
SLV,2014,0.1904279,-0.6097108,-0.1004167,-0.1173206
SLV,2015,0.1043314,-0.7675683,-0.1411131,-0.3051905
SLV,2016,-0.0119876,-0.7459281,-0.2511021,-0.3247185
SLV,2017,-0.063322,-0.8610369,-0.3360373,-0.3512048
SLV,2018,-0.0241538,-0.8317231,-0.4200646,-0.3651057
SLV,2019,-0.0559228,-0.7489712,-0.2138062,-0.3446971
SLV,2020,-0.0750467,-0.6910565,-0.1497936,-0.1427333
SLV,2021,-0.2893204,-0.83512,-0.2220071,-0.2484854
SLV,2022,-0.3858311,-0.9646984,-0.0998814,-0.387094
SLV,2023,-0.3189964,-0.7070756,0.0822243,-0.0947816
SLV,2024,-0.1762422,-0.7133592,0.0061326,-0.1831795
GNQ,2010,-1.5976619,-1.2288899,0.1280299,-1.3172768
GNQ,2011,-1.5790899,-1.226947,-0.0605354,-1.3209115
GNQ,2012,-1.6259788,-1.2725022,-0.0777002,-1.3207353
GNQ,2013,-1.6351215,-1.4111595,-0.1980612,-1.3530473
GNQ,2014,-1.5390838,-1.4834947,-0.5596512,-0.9774502
GNQ,2015,-1.5095134,-1.5224093,-0.5106021,-0.9975418
GNQ,2016,-1.398269,-1.5650886,-0.4049977,-0.9739752
GNQ,2017,-1.3973309,-1.5657288,-0.3950453,-1.0052134
GNQ,2018,-1.4958505,-1.6273258,-0.3808707,-0.9846747
GNQ,2019,-1.443702,-1.58846,-0.3400881,-1.009579
GNQ,2020,-1.4963872,-1.5279373,-0.380621,-1.0623792
GNQ,2021,-1.4969104,-1.528819,-0.3214725,-1.041591
GNQ,2022,-1.2793839,-1.4839685,-0.3481526,-1.1757572
GNQ,2023,-1.2792354,-1.480741,-0.2874757,-1.1523444
GNQ,2024,-1.3990487,-1.5403576,-0.1409375,-1.1825117
ERI,2010,-1.8738187,-1.5184043,-0.8910469,-1.1909988
ERI,2011,-1.8736789,-1.5167327,-0.8949954,-1.2937716
ERI,2012,-1.8952942,-1.5149893,-0.9125405,-1.3263806
ERI,2013,-1.9571541,-1.570103,-0.9835097,-1.3919184
ERI,2014,-1.9053624,-1.676812,-0.6517848,-1.2490594
ERI,2015,-1.8843157,-1.6533883,-0.7893504,-1.2742181
ERI,2016,-1.9243858,-1.6534478,-0.7487988,-1.2669749
ERI,2017,-1.9095327,-1.633707,-0.8341842,-1.2739169
ERI,2018,-1.9132827,-1.6817801,-0.9260353,-1.4237759
ERI,2019,-1.9646637,-1.6886873,-0.9764301,-1.4628029
ERI,2020,-1.9570422,-1.6238593,-1.0705711,-1.3975653
ERI,2021,-1.9888015,-1.6516587,-1.027079,-1.394653
ERI,2022,-1.9894957,-1.7694664,-1.0696541,-1.3434874
ERI,2023,-2.0283618,-1.7971466,-0.7897784,-1.3802453
ERI,2024,-2.0353648,-1.8026292,-0.7086146,-1.4561789
EST,2010,1.4148898,1.0862504,0.7732081,1.0389597
EST,2011,1.4413017,1.1574635,0.7183725,1.0559372
EST,2012,1.458717,1.1538371,0.704313,1.0577763
EST,2013,1.46505,1.1910277,0.8630858,1.0627505
EST,2014,1.5190269,1.3434077,1.024732,1.1638114
EST,2015,1.5695561,1.3613873,0.8918499,1.0344114
EST,2016,1.6068172,1.3740735,0.8731492,1.0636815
EST,2017,1.5192028,1.4064495,0.8425161,1.0682358
EST,2018,1.431181,1.3621544,0.7988248,1.2651627
EST,2019,1.5431575,1.5061563,0.8235862,1.1953645
EST,2020,1.4919949,1.4988678,0.9178902,1.3201957
EST,2021,1.5595497,1.4888413,0.8879044,1.3707206
EST,2022,1.5410127,1.5220957,0.8742633,1.3587321
EST,2023,1.4519904,1.482125,0.8473511,1.2678954
EST,2024,1.3977035,1.4864478,0.6995763,1.2969908
SWZ,2010,-0.4029339,-0.6014926,-0.0016446,-0.2557265
SWZ,2011,-0.4456258,-0.6936422,-0.5398247,-0.3542781
SWZ,2012,-0.4144504,-0.6112614,-0.5257872,-0.1872129
SWZ,2013,-0.293598,-0.6068486,-0.547355,-0.2076097
SWZ,2014,-0.3805914,-0.5813088,-0.3976089,-0.2740835
SWZ,2015,-0.3859781,-0.5378804,-0.4462561,-0.2900182
SWZ,2016,-0.4170142,-0.5377407,-0.4484062,-0.2483557
SWZ,2017,-0.3867846,-0.4682555,-0.3803327,-0.2875028
SWZ,2018,-0.5010658,-0.46541,-0.5468116,-0.4508541
SWZ,2019,-0.5229659,-0.5571124,-0.3182636,-0.4962233
SWZ,2020,-0.5241575,-0.6595902,-0.1948628,-0.6235547
SWZ,2021,-0.5237379,-0.6977002,-0.4286437,-0.7233034
SWZ,2022,-0.6219765,-0.7269651,-0.400835,-0.6320655
SWZ,2023,-0.6218515,-0.7274341,-0.7261847,-0.7177742
SWZ,2024,-0.6380015,-0.8598771,-0.7327829,-0.7811414
ETH,2010,-0.7207448,-0.8369645,-1.5760665,-0.4772744
ETH,2011,-0.8615977,-0.847511,-1.5281949,-0.5169232
ETH,2012,-0.917401,-0.7490211,-1.613535,-0.4212532
ETH,2013,-1.0682237,-0.8458441,-1.3952471,-0.5207719
ETH,2014,-0.9043825,-0.7533654,-1.1765231,-0.451423
ETH,2015,-0.9028806,-0.8051873,-1.2635434,-0.5298526
ETH,2016,-0.9613611,-0.798565,-1.4396576,-0.4771006
ETH,2017,-0.8985454,-0.7825028,-1.5195725,-0.5281279
ETH,2018,-0.8463422,-0.7938799,-1.2054246,-0.5328814
ETH,2019,-0.8280781,-0.7767788,-1.1789771,-0.5253376
ETH,2020,-0.8158694,-0.8139468,-1.5934093,-0.5516895
ETH,2021,-0.7684521,-0.9484534,-2.0139565,-0.6504621
ETH,2022,-0.7815691,-0.9181925,-1.8659545,-0.7000773
ETH,2023,-0.8373693,-1.039314,-1.8637513,-0.6883758
ETH,2024,-0.8332379,-1.0489242,-1.8849739,-0.645991
FJI,2010,-0.8730854,-0.9451713,-0.1775884,-0.5441368
FJI,2011,-0.7969782,-0.8580439,-0.1217703,-0.5254383
FJI,2012,-0.7927599,-0.8410655,-0.1223286,-0.5785579
FJI,2013,-0.7220821,-0.8337905,-0.1240344,-0.5782637
FJI,2014,-0.2461578,-0.4315572,0.3275632,-0.0992434
FJI,2015,-0.2398963,-0.2835248,0.3263655,-0.1014372
FJI,2016,-0.2026016,-0.3532412,0.7205988,-0.1006746
FJI,2017,-0.2010525,-0.2958768,0.3819841,-0.100427
FJI,2018,-0.2004155,-0.2048696,0.6984111,0.4324074
FJI,2019,0.152716,0.063004,0.6881602,1.1141072
FJI,2020,-0.1526032,0.1646154,0.6004415,0.6553479
FJI,2021,-0.0698337,0.1636161,0.6663534,0.7309158
FJI,2022,-0.0999849,0.2370994,0.782553,0.5025006
FJI,2023,-0.0997582,0.3256265,0.782933,0.5033911
FJI,2024,0.0650822,0.3057786,0.6984398,0.6089609
FIN,2010,1.9607069,1.9445504,1.4608384,2.1469591
FIN,2011,1.9132285,1.9050247,1.4052403,2.2380912
FIN,2012,2.0005462,1.9912164,1.3727278,2.2730989
FIN,2013,1.9418273,1.9176965,1.3332335,2.2328225
FIN,2014,1.8789118,2.0147036,1.3181701,2.0675854
FIN,2015,1.8686997,2.0648276,1.1347824,1.9234691
FIN,2016,1.8147025,2.0616811,1.0609919,1.9380968
FIN,2017,1.8324158,2.0894522,1.1388152,2.1101082
FIN,2018,1.8525188,2.051007,1.041505,2.1598194
FIN,2019,1.9937531,2.1086885,0.9978349,2.1491065
FIN,2020,1.9717616,2.108953,1.1572607,2.1354229
FIN,2021,2.0110043,2.0708538,1.1287431,2.1560517
FIN,2022,1.9092509,1.9939363,1.0892287,1.8972063
FIN,2023,1.8669036,2.0200539,0.7648776,1.787685
FIN,2024,1.9635191,2.0212705,0.8325695,1.8171611
FRA,2010,1.2341536,1.2971705,0.7401354,1.4409639
FRA,2011,1.108929,1.1807407,0.5880869,1.4686756
FRA,2012,1.1365688,1.2885997,0.6152427,1.5129077
FRA,2013,1.1440293,1.2396775,0.4916417,1.4742784
FRA,2014,1.0322133,1.2630022,0.3877863,1.4539502
FRA,2015,1.1137263,1.2424867,0.1735665,1.4592807
FRA,2016,1.1025649,1.2562889,-0.0415329,1.4200425
FRA,2017,1.2328687,1.2449136,0.229972,1.4018117
FRA,2018,1.2678981,1.225462,0.1043516,1.5186813
FRA,2019,1.4571643,1.1849149,0.2040672,1.4821333
FRA,2020,1.2588514,1.1272001,0.1270887,1.4906558
FRA,2021,1.2843889,1.0805521,0.1241525,1.5363267
FRA,2022,1.2688944,1.0195192,0.0198376,1.4637769
FRA,2023,1.2327254,0.9946177,-0.0187716,1.3517693
FRA,2024,1.1461527,0.97866,-0.2413654,1.2007009
GUF,2010,1.2931055,1.111859,0.1316319,1.4825188
GUF,2011,1.2935969,1.1163724,0.1267035,1.4816932
GUF,2012,1.2882272,1.1146528,0.1261833,1.4819011
GUF,2013,1.2874313,1.1108093,0.1245937,1.4821334
GUF,2014,1.3669714,0.9367512,0.3173906,1.4915243
GUF,2015,1.3720395,1.220061,0.3161713,1.4897926
GUF,2016,1.3732246,1.2203431,0.3131355,1.4903946
GUF,2017,1.3744785,1.1468365,0.3135074,1.4905901
GUF,2018,1.3749941,1.1475174,0.3161239,1.4916632
GUF,2019,1.3763918,1.0770308,0.2573287,1.4927092
GUF,2020,1.1571758,1.0777827,0.3817679,1.4897219
GUF,2021,1.1562185,1.0751185,0.3800755,1.4914946
GUF,2022,1.059642,0.9446594,0.5424152,1.2859047
GUF,2023,1.0599139,0.9442595,0.4180182,1.2866922
GUF,2024,1.0605294,0.9441949,0.4120274,1.2858591
PYF,2010,..,..,..,..
PYF,2011,..,..,..,..
PYF,2012,..,..,..,..
PYF,2013,..,..,..,..
PYF,2014,..,..,..,..
PYF,2015,..,..,..,..
PYF,2016,..,..,..,..
PYF,2017,..,..,..,..
PYF,2018,..,..,..,..
PYF,2019,..,0.8978004,0.9033343,..
PYF,2020,..,0.952574,0.9517964,..
PYF,2021,..,1.0299512,1.0386429,..
PYF,2022,..,1.0202576,1.0479309,..
PYF,2023,..,1.0176206,1.049441,..
PYF,2024,..,1.0171948,1.0303397,..
GAB,2010,-0.4114899,-0.6043955,-0.00093,-0.5813481
GAB,2011,-0.5188594,-0.5188892,-0.0247919,-0.7953663
GAB,2012,-0.5270081,-0.469125,0.0644217,-0.9553429
GAB,2013,-0.6584268,-0.6486187,-0.0012508,-0.8356498
GAB,2014,-0.6875047,-0.6161267,-0.0865665,-0.6813684
GAB,2015,-0.6567197,-0.6346841,-0.1148078,-0.702389
GAB,2016,-0.6099754,-0.5515621,-0.5345792,-0.6634804
GAB,2017,-0.622216,-0.638817,-0.4524644,-0.8272048
GAB,2018,-0.7564956,-0.7730817,-0.393451,-0.7795313
GAB,2019,-0.8766721,-0.8658419,-0.2805716,-0.7880906
GAB,2020,-0.8995732,-0.9315253,-0.2194997,-0.8134549
GAB,2021,-0.8324928,-0.9165415,-0.28203,-0.5886647
GAB,2022,-0.7600763,-1.0937103,-0.1324826,-0.5943568
GAB,2023,-0.7404782,-1.0781643,-0.2702052,-0.5840974
GAB,2024,-0.7234578,-1.155705,-0.276887,-0.5671547
GMB,2010,-0.5392048,-0.6685595,0.0735717,-0.638967
GMB,2011,-0.5046122,-0.6923652,-0.0174454,-0.6268448
GMB,2012,-0.4463311,-0.7332373,-0.2214114,-0.5767663
GMB,2013,-0.62969,-0.8035133,-0.2420331,-0.6098694
GMB,2014,-0.6173256,-0.8943356,-0.3503537,-0.5410093
GMB,2015,-0.6927682,-0.9141184,-0.2105016,-0.6335683
GMB,2016,-0.6369046,-0.9649881,-0.446274,-0.6110704
GMB,2017,-0.5600595,-0.5615844,-0.1969537,-0.5220746
GMB,2018,-0.7118009,-0.4590143,-0.1154595,-0.5023406
GMB,2019,-0.6967552,-0.4430567,0.0678807,-0.5361521
GMB,2020,-0.70407,-0.33683,0.1363877,-0.5874216
GMB,2021,-0.7545355,-0.3721489,0.0231959,-0.5131901
GMB,2022,-0.673555,-0.3639747,0.1344853,-0.5024958
GMB,2023,-0.63169,-0.340458,0.1359932,-0.4683483
GMB,2024,-0.6640332,-0.3941934,-0.0180453,-0.5358243
GEO,2010,0.64397,-0.1152913,-0.5609883,0.2118458
GEO,2011,0.715806,-0.0187223,-0.6225732,0.5431231
GEO,2012,0.6933446,0.1864406,-0.5006273,0.6137741
GEO,2013,0.7283063,0.1218199,-0.2259944,0.5511037
GEO,2014,0.819501,0.3527978,-0.0248029,0.5296758
GEO,2015,0.8099349,0.3405598,-0.090598,0.4698911
GEO,2016,0.9448319,0.3711937,-0.0614684,0.5977322
GEO,2017,0.9415641,0.2231623,-0.1125587,0.6334817
GEO,2018,0.8011622,0.2663887,-0.0948569,0.5020219
GEO,2019,0.8781482,0.2144371,-0.134771,0.511363
GEO,2020,0.8062149,0.2567958,-0.1271941,0.3081567
GEO,2021,0.8431074,0.2251347,-0.2017684,0.4515433
GEO,2022,0.7730594,0.18182,-0.1000347,0.4424252
GEO,2023,0.8085223,0.1642921,-0.1209086,0.5876041
GEO,2024,0.6500428,0.1489667,-0.6127592,0.4562672
DEU,2010,1.4217684,1.6169218,0.9300893,1.538577
DEU,2011,1.472517,1.5919362,0.895856,1.645879
DEU,2012,1.5033775,1.6179786,0.9668035,1.7583687
DEU,2013,1.4776207,1.6271661,0.9567087,1.8105078
DEU,2014,1.5568299,1.7365653,1.067265,1.9655186
DEU,2015,1.6412186,1.739872,0.8311441,1.9623466
DEU,2016,1.6895096,1.6848367,0.7945337,1.9057837
DEU,2017,1.6946666,1.7028849,0.7022243,1.8901031
DEU,2018,1.6795515,1.715527,0.8239013,1.8019092
DEU,2019,1.6651379,1.7076622,0.7271723,1.8881241
DEU,2020,1.5622145,1.6271231,0.6840532,1.7812546
DEU,2021,1.6129105,1.6349496,0.6603045,1.8265941
DEU,2022,1.5636199,1.5810518,0.5284799,1.7792628
DEU,2023,1.4741969,1.5855645,0.50602,1.5613864
DEU,2024,1.4980615,1.6257844,0.1242671,1.5462994
GHA,2010,-0.0073251,0.0192559,-0.054399,0.0369136
GHA,2011,-0.0260615,0.1772023,0.0898514,0.0061563
GHA,2012,-0.0164951,0.1657172,0.0333979,0.0221723
GHA,2013,-0.0348948,0.2017795,0.0303364,-0.0886219
GHA,2014,-0.1382604,0.1435263,-0.0929878,-0.0881126
GHA,2015,-0.1261719,0.2011809,-0.0228697,-0.085856
GHA,2016,-0.2411721,0.2040096,-0.128208,0.0177698
GHA,2017,-0.1635273,0.2800282,0.0663949,0.0366097
GHA,2018,-0.1688205,0.1999325,-0.032042,-0.0138733
GHA,2019,-0.1935344,0.1177125,0.0133997,-0.0546834
GHA,2020,-0.1601259,0.1110047,0.0588855,-0.0103657
GHA,2021,-0.1880837,0.0415219,-0.1622488,-0.0445107
GHA,2022,-0.1621235,0.0021348,-0.1877453,-0.0662946
GHA,2023,-0.159406,-0.0029916,-0.0688107,-0.0177779
GHA,2024,-0.0898549,0.0539695,0.0114605,0.0595796
GRC,2010,0.434872,0.4791736,-0.0107333,0.3044238
GRC,2011,0.273721,0.4787775,-0.0776492,0.2558843
GRC,2012,0.144625,0.3458755,-0.1628976,0.2269435
GRC,2013,0.2747397,0.3947317,-0.152352,0.396537
GRC,2014,0.1536974,0.3608832,-0.0700276,0.2447728
GRC,2015,0.2363589,0.3396437,-0.1201405,0.1817351
GRC,2016,0.1504686,0.2646202,-0.1537754,0.0838989
GRC,2017,0.156796,0.2778969,0.00694,0.2623317
GRC,2018,0.2867976,0.2797611,0.351321,0.3398991
GRC,2019,0.4186735,0.3838302,0.2789347,0.4589741
GRC,2020,0.4420625,0.4729929,0.2996221,0.5867351
GRC,2021,0.3962921,0.4439375,0.2270172,0.5727218
GRC,2022,0.4212368,0.4892737,0.236947,0.5636045
GRC,2023,0.5145808,0.3963788,0.3853039,0.2578486
GRC,2024,0.4796528,0.2983017,0.1394204,0.1912731
GRL,2010,1.5082149,1.6243297,1.467415,0.4658113
GRL,2011,1.5089813,1.6302648,1.7538046,0.4641538
GRL,2012,1.5006076,1.6280036,1.7528896,0.4645713
GRL,2013,1.4993665,1.6229493,1.7500938,0.4650375
GRL,2014,1.4966011,1.6255013,1.7597512,0.4838917
GRL,2015,1.5045044,1.6277524,1.7576068,0.4804151
GRL,2016,1.5063525,1.6281234,1.7522673,0.4816236
GRL,2017,1.5083079,1.6272154,1.7529215,0.482016
GRL,2018,1.5091118,1.6281107,1.7575234,0.4841706
GRL,2019,1.5112916,1.6279961,1.7589045,0.4862706
GRL,2020,1.5075802,1.6289849,1.7581458,0.480273
GRL,2021,1.5060874,1.6254815,1.7551692,0.4838322
GRL,2022,1.3554833,1.5750875,1.2502225,0.7779131
GRL,2023,1.3559072,1.5745781,1.2510555,0.7792725
GRL,2024,1.5034927,1.5744958,1.2405187,1.3528493
GRD,2010,0.3118208,0.3820309,0.4428405,0.5616484
GRD,2011,0.2356602,0.3871952,0.3304882,0.5608317
GRD,2012,0.2309441,0.3852277,0.3758143,0.5610374
GRD,2013,0.2302451,0.3808298,0.3741085,0.5009041
GRD,2014,0.0620513,0.2018074,0.5970391,0.2423394
GRD,2015,0.075533,0.6377915,0.5941324,0.0331347
GRD,2016,0.0762839,0.8005994,0.9130972,0.0337302
GRD,2017,-0.0486777,0.5590962,0.9134729,0.0339235
GRD,2018,-0.1478545,0.4216609,0.9161154,-0.1545834
GRD,2019,-0.1308406,0.3905347,0.9169085,-0.0931857
GRD,2020,-0.1239178,0.4276609,1.0425879,-0.0961408
GRD,2021,-0.0492583,0.4044535,1.0408786,-0.0943871
GRD,2022,-0.040791,0.4711413,1.2048361,-0.0438885
GRD,2023,0.053522,0.5500382,1.2053145,0.0807086
GRD,2024,0.0498844,0.5408822,1.1992639,0.0201444
GUM,2010,0.5759582,1.0340099,0.4506688,-0.279435
GUM,2011,0.5770316,1.0485488,0.7732445,-0.2807897
GUM,2012,0.5653036,1.0430097,0.772577,-0.2804485
GUM,2013,0.5635653,1.0306287,0.7705375,-0.2800675
GUM,2014,0.1453016,1.3203479,0.8176369,0.767958
GUM,2015,0.1563708,1.3258622,0.8160725,0.7651163
GUM,2016,-0.0778353,1.0999968,0.6519602,0.7661041
GUM,2017,-0.0750966,1.3245468,0.8126545,0.7664249
GUM,2018,-0.0739706,1.4141978,0.9368685,0.7681859
GUM,2019,-0.0709177,1.4239573,0.9450797,0.7699023
GUM,2020,0.3974735,1.1574435,0.9970127,0.7650002
GUM,2021,0.3953827,1.1509221,0.9953332,0.7679093
GUM,2022,0.3898105,1.1703242,0.9982241,0.952868
GUM,2023,0.3904042,1.0348111,0.9986942,0.9540388
GUM,2024,0.3917487,1.0346735,0.9927487,1.269394
GTM,2010,-0.3638294,-0.8997347,-0.8111384,-0.6073928
GTM,2011,-0.3920435,-1.0328095,-0.7531567,-0.6813602
GTM,2012,-0.4652297,-0.9611443,-0.7159854,-0.6922625
GTM,2013,-0.5056909,-1.0370188,-0.733732,-0.6452598
GTM,2014,-0.4728187,-0.960209,-0.7302665,-0.5721862
GTM,2015,-0.4046944,-0.9498506,-0.690918,-0.6527228
GTM,2016,-0.3561979,-0.9640867,-0.6431273,-0.6757539
GTM,2017,-0.4515757,-0.9510672,-0.7007596,-0.6982041
GTM,2018,-0.3907315,-0.9808528,-0.6836211,-0.7651424
GTM,2019,-0.4231478,-1.0056597,-0.6944184,-0.7779291
GTM,2020,-0.3770766,-0.9659236,-0.5638684,-0.7764521
GTM,2021,-0.3859928,-0.9755677,-0.5740791,-0.7444335
GTM,2022,-0.3817018,-1.0371304,-0.3005447,-0.8842065
GTM,2023,-0.4082949,-1.0108162,-0.2021326,-0.8628806
GTM,2024,-0.3094252,-0.962274,-0.2097669,-0.9093696
GIN,2010,-1.1130312,-1.4931823,-1.6907747,-1.1136703
GIN,2011,-1.0667906,-1.4432757,-1.5386607,-1.1619696
GIN,2012,-1.0451097,-1.4443505,-1.4872787,-1.2211888
GIN,2013,-1.1032004,-1.4805231,-1.4036079,-1.110455
GIN,2014,-1.0866483,-1.508431,-1.168846,-1.0008725
GIN,2015,-0.8658766,-1.1894041,-0.7463171,-0.9452185
GIN,2016,-0.8287187,-1.1407363,-0.5776286,-0.8784328
GIN,2017,-0.7873519,-1.1416472,-0.8004071,-0.888003
GIN,2018,-0.8028237,-1.104063,-0.9305128,-0.838006
GIN,2019,-0.7927743,-1.0832139,-0.8578818,-0.6765097
GIN,2020,-0.826736,-1.0962208,-1.0877324,-0.8118614
GIN,2021,-0.9127893,-1.003033,-1.0159308,-0.808594
GIN,2022,-0.9605377,-1.0553882,-0.8136674,-0.9248516
GIN,2023,-0.9597657,-1.1068782,-0.8765719,-0.8735118
GIN,2024,-0.8917271,-1.1479306,-1.0377627,-0.8881627
GNB,2010,-1.0805874,-1.3160216,-0.5652463,-0.9602743
GNB,2011,-1.1349693,-1.3258959,-0.6382914,-1.0116558
GNB,2012,-1.3284026,-1.5652773,-1.038788,-1.2131091
GNB,2013,-1.3739272,-1.6007994,-0.960841,-1.4128951
GNB,2014,-1.2728339,-1.4091451,-0.8814874,-1.4525813
GNB,2015,-1.295315,-1.3024083,-0.5875693,-1.3953114
GNB,2016,-1.2618137,-1.3675385,-0.5084519,-1.4408281
GNB,2017,-1.2299468,-1.3274637,-0.5820374,-1.5425984
GNB,2018,-1.2523992,-1.1339259,-0.6493655,-1.235343
GNB,2019,-1.2519804,-1.1439271,-0.4638332,-1.2804308
GNB,2020,-1.2914875,-1.1334891,-0.2838803,-1.2811844
GNB,2021,-1.3114711,-1.2016468,-0.3001867,-1.3839632
GNB,2022,-1.3122354,-1.25159,-0.3602522,-1.5281779
GNB,2023,-1.2474915,-1.2070689,-0.3193937,-1.4517345
GNB,2024,-1.1903185,-1.2348281,-0.6184395,-1.3676142
GUY,2010,-0.5579205,-0.4185333,-0.3589398,-0.042627
GUY,2011,-0.6387181,-0.5935159,-0.4609717,-0.045055
GUY,2012,-0.6248641,-0.5748148,-0.4771909,-0.0195935
GUY,2013,-0.5773702,-0.5954332,-0.5088822,-0.0235782
GUY,2014,-0.5788286,-0.6067468,-0.2183681,-0.0947731
GUY,2015,-0.5358252,-0.5466891,-0.150202,-0.1184435
GUY,2016,-0.3884311,-0.4932335,-0.0054003,-0.1181524
GUY,2017,-0.3707904,-0.4147758,-0.0051392,-0.1613265
GUY,2018,-0.4646567,-0.4102576,-0.0410701,-0.0849901
GUY,2019,-0.5433513,-0.4402673,-0.0594027,-0.0844712
GUY,2020,-0.5877644,-0.3872775,-0.0072966,-0.2652471
GUY,2021,-0.5733425,-0.378924,-0.0281477,-0.1426381
GUY,2022,-0.6476547,-0.3602997,0.210713,-0.1291709
GUY,2023,-0.6656004,-0.371935,0.2012498,-0.0976685
GUY,2024,-0.4474838,-0.3342221,0.2164983,-0.0982402
HTI,2010,-1.1168745,-1.3289944,-1.3087481,-1.5677862
HTI,2011,-1.2031145,-1.4068875,-1.2613019,-1.6189617
HTI,2012,-1.2257236,-1.3763829,-1.1205944,-1.599663
HTI,2013,-1.2023346,-1.3555571,-0.9154079,-1.523841
HTI,2014,-1.3148017,-1.2479641,-0.9222469,-1.9298374
HTI,2015,-1.3343055,-1.2262159,-0.9259382,-1.869399
HTI,2016,-1.3334701,-1.2069142,-0.8946861,-1.8833592
HTI,2017,-1.300095,-1.2058005,-0.8342,-1.8904667
HTI,2018,-1.2417982,-1.1714715,-0.7667849,-1.7517146
HTI,2019,-1.2718629,-1.1812778,-0.9509746,-1.8885565
HTI,2020,-1.3076844,-1.211177,-1.0389171,-1.9163196
HTI,2021,-1.4160753,-1.392161,-1.2132391,-2.0602282
HTI,2022,-1.4171864,-1.5628925,-0.9470024,-2.0132007
HTI,2023,-1.5446242,-1.6415299,-0.9717411,-2.0108367
HTI,2024,-1.4634157,-1.6033955,-1.2013046,-2.0156868
HND,2010,-0.3574873,-0.9933417,-0.6306269,-0.6254799
HND,2011,-0.2784058,-1.0237154,-0.5252471,-0.6040037
HND,2012,-0.3805097,-1.1939336,-0.5116559,-0.6881574
HND,2013,-0.4431174,-1.2383989,-0.5359365,-0.8050534
HND,2014,-0.5844085,-1.174669,-0.6895701,-0.6009781
HND,2015,-0.5300981,-1.1570215,-0.6604916,-0.5555614
HND,2016,-0.5949609,-1.1783644,-0.7047922,-0.4312883
HND,2017,-0.4499974,-1.0906729,-0.9065696,-0.4193229
HND,2018,-0.4794427,-1.0936433,-0.8643536,-0.5271479
HND,2019,-0.5191215,-1.0765301,-0.8271376,-0.5125275
HND,2020,-0.5559791,-1.1109938,-0.6663531,-0.5825031
HND,2021,-0.6069843,-1.1417518,-0.806377,-0.6672516
HND,2022,-0.6195218,-1.0917528,-0.4781621,-0.6862582
HND,2023,-0.6816748,-1.156469,-0.3507671,-0.6579014
HND,2024,-0.6280335,-1.1768036,-0.5671583,-0.6196728
HKG,2010,2.0142091,1.4407453,0.9990971,1.6058929
HKG,2011,1.812245,1.4811085,0.9128416,1.6227774
HKG,2012,1.999236,1.4380197,0.9387575,1.8817297
HKG,2013,1.9677633,1.3672057,0.8557967,1.7309633
HKG,2014,1.9897124,1.5541539,1.025742,1.8462661
HKG,2015,2.1746956,1.5759094,0.8753195,1.8408043
HKG,2016,2.2314766,1.5982656,0.6672047,1.9071365
HKG,2017,2.1917763,1.4957062,0.6833963,1.9265977
HKG,2018,2.2141902,1.4802865,0.7617643,1.9404871
HKG,2019,2.0347741,1.3356624,-0.1843167,1.888806
HKG,2020,1.8517763,1.1753872,0.0079016,1.5914491
HKG,2021,1.7461556,1.0319968,0.2186871,1.6245817
HKG,2022,1.7235844,0.8841773,0.3891702,1.6433381
HKG,2023,1.7308843,0.875904,0.4084368,1.5374202
HKG,2024,1.7399242,0.9209804,0.6310985,1.6374532
HUN,2010,0.9304828,0.5821301,0.7770358,0.4504472
HUN,2011,0.8949521,0.6315963,0.7163601,0.4689702
